Carrier,Route Code,Vessel Name,Vessel Capacity (in MT),Vessel Ramp Height (in meters),Voyage Number,Port Name,port_code,Date of Arrival (ETA),Date of Departure (ETD)
MOL,INTRA ASIA(MOL OPERATED),T VESSEL S,,,SEASEA_IA 16 JUN,Laem Chabang ,TH LCH,29/6/2022,30/6/2022
MOL,SAFEU,PRECIOUS ACE,,,PRECIOUS ACE 0081A,Vigo ,ES VGO,30/6/2022,01/7/2022
MOL,INDIA/MIDDLE EAST,SALVIA ACE,,,SALVIA ACE 0129A,Bahrain,BH KBS,01/7/2022,01/7/2022
MOL,INTRA ASIA(MOL OPERATED),T VESSEL S,,,SEASEA_IA 23 JUN,Port Kelang,MY PKL,01/7/2022,01/7/2022
MOL,INDIA/MIDDLE EAST,SALVIA ACE,,,SALVIA ACE 0129A,Hamad,BH TOW,01/7/2022,02/7/2022
MOL,ESPEX,WISDOM ACE,,,WISDOM ACE 0072A,Toyohashi,JP THS,01/7/2022,02/7/2022
MOL,3CS,BRILLIANT ACE,,,BRILLIANT ACE 0092A or sub,Charleston,US CHS,02/7/2022,02/7/2022
MOL,ESPEX,MERCURY ACE,,,MERCURY ACE 0084A,Shanghai,CN SHA,02/7/2022,03/7/2022
MOL,INDIA/WEST AFRICA,ELEGANT ACE,,,ELEGANT ACE 0071A,Luanda ,AO LAD,02/7/2022,03/7/2022
MOL,INTRA ASIA(MOL OPERATED),T VESSEL S,,,SEASEA_IA 30 JUN,Singapore ,SG SIN,02/7/2022,03/7/2022
MOL,ESPEX,WISDOM ACE,,,WISDOM ACE 0072A,Hitachi ,JP HTC,03/7/2022,03/7/2022
MOL,ESPEX,SANDERLING ACE,,,SANDERLING ACE 0103A,Xingang,CN XGA,02/7/2022,03/7/2022
MOL,ESPEX,ORCA ACE,,,ORCA ACE 0033A,Koper,SI KOP,01/7/2022,03/7/2022
MOL,3CS,SERENITY ACE,,,SERENITY ACE 0106A,Taichung ,TW TXG,03/7/2022,03/7/2022
MOL,3CS,DIVINE ACE,,,DIVINE ACE 0078A,Port Elizabeth,ZA PLZ,03/7/2022,03/7/2022
MOL,SAFEU,PRECIOUS ACE,,,PRECIOUS ACE 0081A,Bremerhaven ,DE BRV,03/7/2022,04/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,San Antonio,CL SAI,03/7/2022,04/7/2022
MOL,3CS,DIVINE ACE,,,DIVINE ACE 0078A,East London ,ZA ELS,04/7/2022,04/7/2022
MOL,INTRA ASIA(MOL OPERATED),T VESSEL S,,,SEASEA_IA 30 JUN,Jakarta,ID TPP,05/7/2022,05/7/2022
MOL,ESPEX,BELUGA ACE,,,BELUGA ACE 0036A,Shanghai,CN SHA,04/7/2022,05/7/2022
MOL,ESPEX,SANDERLING ACE,,,SANDERLING ACE 0103A,Pyeongtaek ,KR PTK,04/7/2022,05/7/2022
MOL,3CS,BRILLIANT ACE,,,BRILLIANT ACE 0092A or sub,Brunswick,US BCK,05/7/2022,05/7/2022
MOL,SAFEU,PRECIOUS ACE,,,PRECIOUS ACE 0081A,Zeebrugge ,BE ZEE,05/7/2022,05/7/2022
MOL,ESPEX,MERCURY ACE,,,MERCURY ACE 0084A,Xingang,CN XGA,04/7/2022,05/7/2022
MOL,INDIA/MIDDLE EAST,SALVIA ACE,,,SALVIA ACE 0129A,Kuwait,KW KWI,04/7/2022,06/7/2022
MOL,3CS,DIVINE ACE,,,DIVINE ACE 0078A,Durban ,ZA DUR,05/7/2022,06/7/2022
MOL,INTRA ASIA(MOL OPERATED),T VESSEL S,,,SEASEA_IA 23 JUN,Laem Chabang ,TH LCH,06/7/2022,07/7/2022
MOL,SAFEU,PRECIOUS ACE,,,PRECIOUS ACE 0081A,Southampton (D),GB SOU,06/7/2022,07/7/2022
MOL,3CS,SERENITY ACE,,,SERENITY ACE 0106A,Toyohashi,JP THS,07/7/2022,07/7/2022
MOL,ESPEX,DUGONG ACE,,,DUGONG ACE 0029A,Singapore ,SG SIN,07/7/2022,07/7/2022
MOL,ESPEX,MERCURY ACE,,,MERCURY ACE 0084A,Pyeongtaek ,KR PTK,07/7/2022,07/7/2022
MOL,NAAS-MAGELLAN,MARVELOUS ACE,,,MARVELOUS ACE 0123A or sub,Santos,BR SSZ,07/7/2022,07/7/2022
MOL,ESPEX,SANDERLING ACE,,,SANDERLING ACE 0103A,Toyohashi,JP THS,07/7/2022,08/7/2022
MOL,ESPEX,BELUGA ACE,,,BELUGA ACE 0036A,Xingang,CN XGA,07/7/2022,08/7/2022
MOL,ESPEX,VICTORIOUS ACE,,,VICTORIOUS ACE 0059A,Singapore ,SG SIN,08/7/2022,08/7/2022
MOL,ESPEX,CRYSTAL ACE,,,CRYSTAL ACE 0086A,Koper,SI KOP,06/7/2022,08/7/2022
MOL,INTRA ASIA(MOL OPERATED),T VESSEL S,,,SEASEA_IA 30 JUN,Port Kelang,MY PKL,08/7/2022,08/7/2022
MOL,3CS,SERENITY ACE,,,SERENITY ACE 0106A,Hitachi ,JP HTC,08/7/2022,09/7/2022
MOL,ESPEX,SANDERLING ACE,,,SANDERLING ACE 0103A,Hitachi ,JP HTC,08/7/2022,09/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,Callao ,PE CLL,09/7/2022,09/7/2022
MOL,ESPEX,BELUGA ACE,,,BELUGA ACE 0036A,Pyeongtaek ,KR PTK,09/7/2022,10/7/2022
MOL,ESPEX,MERCURY ACE,,,MERCURY ACE 0084A,Toyohashi,JP THS,10/7/2022,10/7/2022
MOL,UPAC,GLORIOUS ACE,,,GLORIOUS ACE 0076A,Singapore ,SG SIN,10/7/2022,11/7/2022
MOL,ESPEX,DUGONG ACE,,,DUGONG ACE 0029A,Hong Kong ,HK HKG,10/7/2022,11/7/2022
MOL,ESPEX,MERCURY ACE,,,MERCURY ACE 0084A,Hitachi ,JP HTC,11/7/2022,11/7/2022
MOL,NAPEX,RUBY ACE,,,RUBY ACE 0098A,Xingang,CN XGA,11/7/2022,12/7/2022
MOL,WC SOUTH AMERICA COMBINED,PROMINENT ACE,,,PROMINENT ACE 0148A,Callao ,PE CLL,11/7/2022,12/7/2022
MOL,NAAS-MAGELLAN,MARVELOUS ACE,,,MARVELOUS ACE 0123A or sub,Zarate,AR ZAE,12/7/2022,12/7/2022
MOL,ESPEX,BELUGA ACE,,,BELUGA ACE 0036A,Toyohashi,JP THS,12/7/2022,12/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,Manta ,EC MEC,12/7/2022,13/7/2022
MOL,ESPEX,DUGONG ACE,,,DUGONG ACE 0029A,Xinsha ,CN XNA,12/7/2022,13/7/2022
MOL,ESPEX,VICTORIOUS ACE,,,VICTORIOUS ACE 0059A,Xinsha ,CN XNA,12/7/2022,13/7/2022
MOL,INTRA ASIA(MOL OPERATED),T VESSEL S,,,SEASEA_IA 30 JUN,Laem Chabang ,TH LCH,13/7/2022,14/7/2022
MOL,ESPEX,BELUGA ACE,,,BELUGA ACE 0036A,Hitachi ,JP HTC,13/7/2022,14/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,Esmeraldas ,EC ESM,13/7/2022,14/7/2022
MOL,NAPEX,RUBY ACE,,,RUBY ACE 0098A,Shanghai,CN SHA,14/7/2022,14/7/2022
MOL,INDIA/WEST AFRICA,ELEGANT ACE,,,ELEGANT ACE 0071A,Tema ,GH TEM,14/7/2022,15/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,Balboa ,CO BAL,16/7/2022,16/7/2022
MOL,NAPEX,RUBY ACE,,,RUBY ACE 0098A,Xinsha ,CN XNA,16/7/2022,17/7/2022
MOL,INDIA/WEST AFRICA,ELEGANT ACE,,,ELEGANT ACE 0071A,Abidjan ,CI ABJ,16/7/2022,17/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,Puerto Caldera,CL PMC,18/7/2022,19/7/2022
MOL,ESPEX,DUGONG ACE,,,DUGONG ACE 0029A,Shanghai,CN SHA,19/7/2022,19/7/2022
MOL,ESPEX,VICTORIOUS ACE,,,VICTORIOUS ACE 0059A,Shanghai,CN SHA,19/7/2022,20/7/2022
MOL,UPAC,GLORIOUS ACE,,,GLORIOUS ACE 0076A,Chiba ,JP CHB,20/7/2022,20/7/2022
MOL,3CS,BRILLIANT ACE,,,BRILLIANT ACE 0092A or sub,Santos,BR SSZ,20/7/2022,20/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,Corinto ,NI CIO,19/7/2022,20/7/2022
MOL,ESPEX,ORCA ACE,,,ORCA ACE 0033A,Singapore ,SG SIN,20/7/2022,21/7/2022
MOL,3CS,DIVINE ACE,,,DIVINE ACE 0078A,Singapore ,SG SIN,21/7/2022,21/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,San Lorenzo,HN SLO,21/7/2022,22/7/2022
MOL,UPAC,CATTLEYA ACE,,,CATTLEYA ACE 0076A or sub,Durban ,ZA DUR,21/7/2022,22/7/2022
MOL,ESPEX,DUGONG ACE,,,DUGONG ACE 0029A,Xingang,CN XGA,21/7/2022,22/7/2022
MOL,ESPEX,VICTORIOUS ACE,,,VICTORIOUS ACE 0059A,Xingang,CN XGA,22/7/2022,23/7/2022
MOL,NAAS-MAGELLAN,D VESSEL L,,,EURWSA NAAS 2022 JULY,Zeebrugge ,BE ZEE,22/7/2022,23/7/2022
MOL,NAAS-MAGELLAN,MARVELOUS ACE,,,MARVELOUS ACE 0123A or sub,San Antonio,CL SAI,22/7/2022,23/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,Acajutla ,SV AQJ,22/7/2022,23/7/2022
MOL,NAAS-MAGELLAN,TRANQUIL ACE,,,TRANQUIL ACE 0097A,Puerto,HN PCR,23/7/2022,24/7/2022
