Carrier,Route Code,Vessel Name,Vessel Capacity (in MT),Vessel Ramp Height (in meters),Voyage Number,Port Name,port_code,Date of Arrival (ETA),Date of Departure (ETD)
K-LINE,,SHANGHAI HIGHWAY,,,158A,Santos,BR SSZ,17/7/2021,
K-LINE,,SHANGHAI HIGHWAY,,,156A,Paranagua,BR PNG,02/6/2021,
K-LINE,,FLORIDA HIGHWAY,,,126A,Paranagua,BR PNG,06/6/2021,
K-LINE,,CANADIAN HIGHWAY,,,127A,Paranagua,BR PNG,16/6/2021,
K-LINE,,COLUMBIA HIGHWAY,,,114A,Paranagua,BR PNG,25/6/2021,
K-LINE,,CANADIAN HIGHWAY,,,128A,Paranagua,BR PNG,27/7/2021,
K-LINE,,SHANGHAI HIGHWAY,,,158A,Paranagua,BR PNG,16/7/2021,
K-LINE,,COLUMBIA HIGHWAY,,,113A,Zarate,AR ZAE,17/6/2021,
K-LINE,,CALIFORNIA HIGHWAY,,,117A,Zarate,AR ZAE,23/6/2021,
K-LINE,,FLORIDA HIGHWAY,,,127A,Zarate,AR ZAE,24/7/2021,
K-LINE,,CANADIAN HIGHWAY,,,128A,Zarate,AR ZAE,30/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,13,Singapore,SG SIN,08/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,254,Singapore,SG SIN,15/6/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,166,Singapore,SG SIN,22/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,255,Singapore,SG SIN,29/6/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,15,Singapore,SG SIN,06/7/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,256,Singapore,SG SIN,13/7/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,168,Singapore,SG SIN,20/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,13,Port Kelang,MY PKL,09/6/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,5,Port Kelang,MY PKL,07/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,254,Port Kelang,MY PKL,16/6/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,6,Port Kelang,MY PKL,15/6/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,166,Port Kelang,MY PKL,23/6/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,7,Port Kelang,MY PKL,24/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,255,Port Kelang,MY PKL,30/6/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,8,Port Kelang,MY PKL,05/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,15,Port Kelang,MY PKL,07/7/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,9,Port Kelang,MY PKL,13/7/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,256,Port Kelang,MY PKL,15/7/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,6,Kota Kinabalu,MY BKI,20/6/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,7,Kota Kinabalu,MY BKI,28/6/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,9,Kota Kinabalu,MY BKI,19/7/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,5,Kuching,MY KCH,12/6/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,7,Kuching,MY KCH,02/7/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,8,Kuching,MY KCH,10/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,13,Jakarta,ID TPP,13/6/2021,
K-LINE,EU-NA,EUROPEAN HIGHWAY,100,5.10  ,225,Jakarta,ID TPP,08/6/2021,
K-LINE,EU-NA,LORD VISHNU,100,5.10  ,38,Jakarta,ID TPP,14/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,254,Jakarta,ID TPP,19/6/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,40,Jakarta,ID TPP,22/6/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,166,Jakarta,ID TPP,26/6/2021,
K-LINE,EU-NA,EUROPEAN HIGHWAY,100,5.10  ,226,Jakarta,ID TPP,29/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,255,Jakarta,ID TPP,03/7/2021,
K-LINE,EU-NA,LORD VISHNU,100,5.10  ,40,Jakarta,ID TPP,05/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,15,Jakarta,ID TPP,10/7/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,41,Jakarta,ID TPP,13/7/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,256,Jakarta,ID TPP,17/7/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,168,Jakarta,ID TPP,23/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,13,Singapore,SG SIN,15/6/2021,
K-LINE,EU-NA,EUROPEAN HIGHWAY,100,5.10  ,225,Singapore,SG SIN,10/6/2021,
K-LINE,EU-NA,LORD VISHNU,100,5.10  ,38,Singapore,SG SIN,17/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,254,Singapore,SG SIN,22/6/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,40,Singapore,SG SIN,24/6/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,166,Singapore,SG SIN,29/6/2021,
K-LINE,EU-NA,EUROPEAN HIGHWAY,100,5.10  ,226,Singapore,SG SIN,01/7/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,255,Singapore,SG SIN,06/7/2021,
K-LINE,EU-NA,LORD VISHNU,100,5.10  ,40,Singapore,SG SIN,08/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,15,Singapore,SG SIN,13/7/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,41,Singapore,SG SIN,15/7/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,256,Singapore,SG SIN,20/7/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,168,Singapore,SG SIN,27/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,13,Port Kelang,MY PKL,16/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,254,Port Kelang,MY PKL,23/6/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,166,Port Kelang,MY PKL,30/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,255,Port Kelang,MY PKL,07/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,15,Port Kelang,MY PKL,14/7/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,256,Port Kelang,MY PKL,21/7/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,168,Port Kelang,MY PKL,28/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,13,Laem Chabang,TH LCH,20/6/2021,
K-LINE,EU-NA,EUROPEAN HIGHWAY,100,5.10  ,225,Laem Chabang,TH LCH,12/6/2021,
K-LINE,EU-NA,LORD VISHNU,100,5.10  ,38,Laem Chabang,TH LCH,19/6/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,40,Laem Chabang,TH LCH,27/6/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,166,Laem Chabang,TH LCH,03/7/2021,
K-LINE,EU-NA,EUROPEAN HIGHWAY,100,5.10  ,226,Laem Chabang,TH LCH,04/7/2021,
K-LINE,EU-NA,LORD VISHNU,100,5.10  ,40,Laem Chabang,TH LCH,10/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,15,Laem Chabang,TH LCH,17/7/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,41,Laem Chabang,TH LCH,17/7/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,168,Laem Chabang,TH LCH,31/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,13,Ho Chi Minh,VN SGN,22/6/2021,
K-LINE,EU-NA,EUROPEAN HIGHWAY,100,5.10  ,225,Ho Chi Minh,VN SGN,15/6/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,40,Ho Chi Minh,VN SGN,28/6/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,166,Ho Chi Minh,VN SGN,05/7/2021,
K-LINE,EU-NA,LORD VISHNU,100,5.10  ,40,Ho Chi Minh,VN SGN,12/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,15,Ho Chi Minh,VN SGN,19/7/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,168,Ho Chi Minh,VN SGN,02/8/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,13,Hai Phong,VN HPH,26/6/2021,
K-LINE,EU-NA,EUROPEAN HIGHWAY,100,5.10  ,225,Hai Phong,VN HPH,19/6/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,40,Hai Phong,VN HPH,02/7/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,166,Hai Phong,VN HPH,09/7/2021,
K-LINE,EU-NA,LORD VISHNU,100,5.10  ,40,Hai Phong,VN HPH,16/7/2021,
K-LINE,EU-NA,VICTORY LEADER,120,5.20  ,15,Hai Phong,VN HPH,23/7/2021,
K-LINE,EU-NA,CANOPUS LEADER,100,4.90  ,168,Hai Phong,VN HPH,06/8/2021,
K-LINE,EU-NA,JASA MURNI,100,5.10  ,5,Bauan,PH BAU,14/6/2021,
K-LINE,EU-NA,STRAITS CHALLENGER,100,4.90  ,254,Bauan,PH BAU,23/6/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,40,Bauan,PH BAU,23/6/2021,
K-LINE,EU-NA,EUROPEAN HIGHWAY,100,5.10  ,226,Bauan,PH BAU,06/7/2021,
K-LINE,EU-NA,LORD VISHNU,100,5.10  ,40,Bauan,PH BAU,20/7/2021,
K-LINE,EU-NA,KARIYUSHI LEADER,100,4.90  ,41,Bauan,PH BAU,21/7/2021,
K-LINE,EU-NA,IGUAZU HIGHWAY,150  ,5.80  ,38 Z,Derince,TR DRC,11/4/2021,
K-LINE,EU-NA,BROOKLAND S,150  ,5.10  ,3 A,Derince,TR DRC,28/5/2021,
K-LINE,EU-NA,LYDDEN,150  ,5.10  ,13 Z,Derince,TR DRC,27/6/2021,
K-LINE,EU-NA,HAMBURG HIGHWAY,150  ,5.80  ,50 A,Derince,TR DRC,29/7/2021,
K-LINE,EU-NA,IGUAZU HIGHWAY,150  ,5.80  ,38 Z,Piraeus,GR PIR,13/4/2021,
K-LINE,EU-NA,GRAND VICTORY,150  ,5.00  ,10 Z,Piraeus,GR PIR,30/4/2021,
K-LINE,EU-NA,IVORY ARROW,150  ,5.00  ,141 Z,Piraeus,GR PIR,17/5/2021,
K-LINE,EU-NA,BROOKLAND S,150  ,5.10  ,3 A,Piraeus,GR PIR,30/5/2021,
K-LINE,EU-NA,ADRIACTIC HIGHWAY,150  ,5.10  ,130 Z,Piraeus,GR PIR,15/6/2021,
K-LINE,EU-NA,GALVESTON HIGHWAY,150  ,5.10  ,71 Z,Piraeus,GR PIR,26/6/2021,
K-LINE,EU-NA,LYDDEN,150  ,5.10  ,13 Z,Piraeus,GR PIR,29/7/2021,
K-LINE,EU-NA,RCC ASIA,150  ,5.00  ,13 Z,Piraeus,GR PIR,13/7/2021,
K-LINE,EU-NA,HAMBURG HIGHWAY,150  ,5.80  ,50 A,Piraeus,GR PIR,31/7/2021,
K-LINE,EU-NA,GRAND VICTORY,150  ,5.00  ,10 Z,Livorno,IT LIV,03/5/2021,
K-LINE,EU-NA,DURBAN HIGHWAY,150  ,5.00  ,101 Z,Livorno,IT LIV,07/5/2021,
K-LINE,EU-NA,IVORY ARROW,150  ,5.00  ,141 Z,Livorno,IT LIV,20/5/2021,
K-LINE,EU-NA,CAPE TOWN HIGHWAY,100  ,5.10  ,93 Z,Livorno,IT LIV,18/6/2021,
K-LINE,EU-NA,ADRIACTIC HIGHWAY,150  ,5.10  ,130 Z,Livorno,IT LIV,18/6/2021,
K-LINE,EU-NA,GALVESTON HIGHWAY,150  ,5.10  ,71 Z,Livorno,IT LIV,29/6/2021,
K-LINE,EU-NA,VIKING ADVENTURE,150  ,5.20  ,10 Z,Livorno,IT LIV,13/7/2021,
K-LINE,EU-NA,RCC ASIA,150  ,5.00  ,13 Z,Livorno,IT LIV,16/7/2021,
K-LINE,EU-NA,DALIAN HIGHWAY,100  ,5.10  ,91 Z,Bristol,GB BRS,17/4/2021,
K-LINE,EU-NA,IGUAZU HIGHWAY,150  ,5.80  ,38 Z,Bristol,GB BRS,21/4/2021,
K-LINE,EU-NA,GRAND VICTORY,150  ,5.00  ,10 Z,Bristol,GB BRS,09/5/2021,
K-LINE,EU-NA,DURBAN HIGHWAY,150  ,5.00  ,101 Z,Bristol,GB BRS,13/5/2021,
K-LINE,EU-NA,IVORY ARROW,150  ,5.00  ,141 Z,Bristol,GB BRS,26/5/2021,
K-LINE,EU-NA,BROOKLAND S,150  ,5.10  ,3 A,Bristol,GB BRS,07/6/2021,
K-LINE,EU-NA,CAPE TOWN HIGHWAY,100  ,5.10  ,93 Z,Bristol,GB BRS,25/6/2021,
K-LINE,EU-NA,ADRIACTIC HIGHWAY,150  ,5.10  ,130 Z,Bristol,GB BRS,24/6/2021,
K-LINE,EU-NA,GALVESTON HIGHWAY,150  ,5.10  ,71 Z,Bristol,GB BRS,13/7/2021,
K-LINE,EU-NA,LYDDEN,150  ,5.10  ,13 Z,Bristol,GB BRS,07/7/2021,
K-LINE,EU-NA,VIKING ADVENTURE,150  ,5.20  ,10 Z,Bristol,GB BRS,19/7/2021,
K-LINE,EU-NA,RCC ASIA,150  ,5.00  ,13 Z,Bristol,GB BRS,22/7/2021,
K-LINE,EU-NA,HAMBURG HIGHWAY,150  ,5.80  ,50 A,Bristol,GB BRS,07/8/2021,
K-LINE,EU-NA,DALIAN HIGHWAY,100  ,5.10  ,91 Z,Zeebrugge,BE ZEE,22/4/2021,
K-LINE,EU-NA,IGUAZU HIGHWAY,150  ,5.80  ,38 Z,Zeebrugge,BE ZEE,23/4/2021,
K-LINE,EU-NA,SIRIUS HIGHWAY,150  ,5.80  ,44 Z,Zeebrugge,BE ZEE,06/5/2021,
K-LINE,EU-NA,GRAND VICTORY,150  ,5.00  ,10 Z,Zeebrugge,BE ZEE,13/5/2021,
K-LINE,EU-NA,DURBAN HIGHWAY,150  ,5.00  ,101 Z,Zeebrugge,BE ZEE,15/5/2021,
K-LINE,EU-NA,PAGNA,120  ,5.20  ,12 Z,Zeebrugge,BE ZEE,27/5/2021,
K-LINE,EU-NA,IVORY ARROW,150  ,5.00  ,141 Z,Zeebrugge,BE ZEE,28/5/2021,
K-LINE,EU-NA,BROOKLAND S,150  ,5.10  ,3 A,Zeebrugge,BE ZEE,09/6/2021,
K-LINE,EU-NA,OLYMPIAN HIGHWAY,150  ,5.80  ,45 Z,Zeebrugge,BE ZEE,17/6/2021,
K-LINE,EU-NA,CAPE TOWN HIGHWAY,100  ,5.10  ,93 Z,Zeebrugge,BE ZEE,27/6/2021,
K-LINE,EU-NA,ADRIACTIC HIGHWAY,150  ,5.10  ,130 Z,Zeebrugge,BE ZEE,26/6/2021,
K-LINE,EU-NA,GALVESTON HIGHWAY,150  ,5.10  ,71 Z,Zeebrugge,BE ZEE,08/7/2021,
K-LINE,EU-NA,LYDDEN,150  ,5.10  ,13 Z,Zeebrugge,BE ZEE,12/7/2021,
K-LINE,EU-NA,VIKING ADVENTURE,150  ,5.20  ,10 Z,Zeebrugge,BE ZEE,21/7/2021,
K-LINE,EU-NA,RCC ASIA,150  ,5.00  ,13 Z,Zeebrugge,BE ZEE,25/7/2021,
K-LINE,EU-NA,HAMBURG HIGHWAY,150  ,5.80  ,50 A,Zeebrugge,BE ZEE,09/8/2021,
K-LINE,EU-NA,IGUAZU HIGHWAY,150  ,5.80  ,38 Z,Antwerpen,BE ANR,24/4/2021,
K-LINE,EU-NA,GRAND VICTORY,150  ,5.00  ,10 Z,Antwerpen,BE ANR,12/5/2021,
K-LINE,EU-NA,DURBAN HIGHWAY,150  ,5.00  ,101 Z,Antwerpen,BE ANR,17/5/2021,
K-LINE,EU-NA,BROOKLAND S,150  ,5.10  ,3 A,Antwerpen,BE ANR,13/6/2021,
K-LINE,EU-NA,GALVESTON HIGHWAY,150  ,5.10  ,71 Z,Antwerpen,BE ANR,07/7/2021,
K-LINE,EU-NA,LYDDEN,150  ,5.10  ,13 Z,Antwerpen,BE ANR,14/7/2021,
K-LINE,EU-NA,VIKING ADVENTURE,150  ,5.20  ,10 Z,Antwerpen,BE ANR,23/7/2021,
K-LINE,EU-NA,HAMBURG HIGHWAY,150  ,5.80  ,50 A,Antwerpen,BE ANR,11/8/2021,
K-LINE,EU-NA,DALIAN HIGHWAY,100  ,5.10  ,91 Z,Bremerhaven,DE BRV,02/5/2021,
K-LINE,EU-NA,GRAND VICTORY,150  ,5.00  ,10 Z,Bremerhaven,DE BRV,16/5/2021,
K-LINE,EU-NA,IVORY ARROW,150  ,5.00  ,141 Z,Bremerhaven,DE BRV,31/5/2021,
K-LINE,EU-NA,BROOKLAND S,150  ,5.10  ,3 A,Bremerhaven,DE BRV,15/6/2021,
K-LINE,EU-NA,OLYMPIAN HIGHWAY,150  ,5.80  ,45 Z,Bremerhaven,DE BRV,14/6/2021,
K-LINE,EU-NA,ADRIACTIC HIGHWAY,150  ,5.10  ,130 Z,Bremerhaven,DE BRV,29/6/2021,
K-LINE,EU-NA,GALVESTON HIGHWAY,150  ,5.10  ,71 Z,Bremerhaven,DE BRV,10/7/2021,
K-LINE,EU-NA,LYDDEN,150  ,5.10  ,13 Z,Bremerhaven,DE BRV,16/7/2021,
K-LINE,EU-NA,RCC ASIA,150  ,5.00  ,13 Z,Bremerhaven,DE BRV,27/7/2021,
K-LINE,EU-NA,HAMBURG HIGHWAY,150  ,5.80  ,50 A,Bremerhaven,DE BRV,13/8/2021,
K-LINE,EU-NA,IGUAZU HIGHWAY,150  ,5.80  ,38 Z,Emden,DE EME,27/4/2021,
K-LINE,EU-NA,SIRIUS HIGHWAY,150  ,5.80  ,44 Z,Emden,DE EME,04/5/2021,
K-LINE,EU-NA,DURBAN HIGHWAY,150  ,5.00  ,101 Z,Emden,DE EME,19/5/2021,
K-LINE,EU-NA,PAGNA,120  ,5.20  ,12 Z,Emden,DE EME,25/5/2021,
K-LINE,EU-NA,MICHIGAN HIGHWAY,150  ,5.00  ,150 Z,Emden,DE EME,09/6/2021,
K-LINE,EU-NA,OLYMPIAN HIGHWAY,150  ,5.80  ,45 Z,Emden,DE EME,20/6/2021,
K-LINE,EU-NA,CAPE TOWN HIGHWAY,100  ,5.10  ,93 Z,Emden,DE EME,29/6/2021,
K-LINE,EU-NA,GALVESTON HIGHWAY,150  ,5.10  ,71 Z,Emden,DE EME,16/7/2021,
K-LINE,EU-NA,HAWAIIAN HIGHWAY,150  ,5.80  ,50 A,Baltimore,US BAL,13/4/2021,
K-LINE,EU-NA,OLYMPIAN HIGHWAY,150  ,5.80  ,43 A,Baltimore,US BAL,22/4/2021,
K-LINE,EU-NA,DONINGTON,150  ,5.10  ,10 A,Baltimore,US BAL,24/4/2021,
K-LINE,EU-NA,HAWAIIAN HIGHWAY,150  ,5.80  ,51 A,Baltimore,US BAL,22/5/2021,
K-LINE,EU-NA,OLYMPIAN HIGHWAY,150  ,5.80  ,44 A,Baltimore,US BAL,27/5/2021,
